Branch,Customer_Name,Row_Type,Qty,Description,Price
Conut Jnah,Person_0189,ITEM,-1.0,DELIVERY CHARGE,-238
Conut Jnah,Person_0189,ITEM,-1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0189,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0189,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0189,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0189,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0189,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0189,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0189,ITEM,-1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0189,TOTAL,9.0,,2
Conut Jnah,Person_0190,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0190,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0190,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0190,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0190,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0190,TOTAL,5.0,,1
Conut Jnah,Person_0191,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0191,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0191,ITEM,-1.0,ADD ICE CREAM,-476
Conut Jnah,Person_0191,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0191,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0191,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0191,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0191,ITEM,-1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0191,ITEM,-1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0191,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0191,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0191,ITEM,-1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0191,ITEM,-1.0,CHIMNEY THE ONE,-1
Conut Jnah,Person_0191,ITEM,-1.0,CHIMNEY THE ONE,-1
Conut Jnah,Person_0191,ITEM,-1.0,CHIMNEY THE ONE,-1
Conut Jnah,Person_0191,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0191,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0191,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0191,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0191,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0191,ITEM,-1.0,CHIMNEY THE ORIGINAL,-1
Conut Jnah,Person_0191,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0191,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0191,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0191,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0191,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0191,ITEM,-1.0,DELIVERY CHARGE,-238
Conut Jnah,Person_0191,ITEM,-1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0191,ITEM,-1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0191,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0191,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0191,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0191,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0191,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,-1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,-1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,-1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0191,ITEM,-1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,-1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,-1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,-1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0191,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0191,ITEM,1.0,STRAWBERRIES (R),90
Conut Jnah,Person_0191,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0191,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0191,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0191,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0191,ITEM,-1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0191,ITEM,-1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0191,ITEM,-1.0,STRAWBERRY.,-178
Conut Jnah,Person_0191,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0191,TOTAL,21.0,,4
Conut Jnah,Person_0192,ITEM,1.0,BOSTON CHEESECAKE MINI,0.00
Conut Jnah,Person_0192,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0192,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0192,ITEM,1.0,PISTACHIO MINI,0.00
Conut Jnah,Person_0192,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0192,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0192,ITEM,1.0,THE ONE MINI,0.00
Conut Jnah,Person_0192,ITEM,1.0,THE SHARING BOX.,1
Conut Jnah,Person_0192,ITEM,1.0,TRIPLE CHOCOLATE MINI,0.00
Conut Jnah,Person_0192,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0192,TOTAL,10.0,,2
Conut Jnah,Person_0193,ITEM,1.0,  BLUEBERRIES,(P)
Conut Jnah,Person_0193,ITEM,1.0,  BLUEBERRIES,(P)
Conut Jnah,Person_0193,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0193,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0193,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0193,ITEM,1.0,LOTUS SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0193,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0193,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0193,TOTAL,8.0,,2
Conut Jnah,Person_0194,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0194,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0194,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0194,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0194,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0194,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0194,ITEM,1.0,LOTUS SAUCE.,178
Conut Jnah,Person_0194,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0194,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0194,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0194,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0194,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0194,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0194,ITEM,1.0,  PISTACHIO SAUCE,(P)
Conut Jnah,Person_0194,ITEM,1.0,  PISTACHIO SAUCE,(P)
Conut Jnah,Person_0194,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0194,TOTAL,16.0,,4
Conut Jnah,Person_0195,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0195,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0195,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0195,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0195,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0195,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0195,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0195,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0195,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0195,TOTAL,9.0,,2
Conut Jnah,Person_0196,ITEM,1.0,[CHOCOLATE DRESSING],0.00
Conut Jnah,Person_0196,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0196,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0196,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0196,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0196,ITEM,1.0,CHIMNEY BOSTON CHEESECAKE,1
Conut Jnah,Person_0196,ITEM,1.0,CHIMNEY PISTACHIO,1
Conut Jnah,Person_0196,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0196,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0196,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0196,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0196,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0196,ITEM,1.0,CONUT PISTACHIO,1
Conut Jnah,Person_0196,ITEM,1.0,CRUSHED LOTUS .(R),0.00
Conut Jnah,Person_0196,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0196,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0196,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0196,ITEM,1.0,HOT CHOCOLATE COMBO,662
Conut Jnah,Person_0196,ITEM,1.0,HOT CHOCOLATE COMBO,662
Conut Jnah,Person_0196,ITEM,1.0,HOT CHOCOLATE COMBO,662
Conut Jnah,Person_0196,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0196,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0196,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0196,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0196,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0196,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0196,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0196,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0196,ITEM,1.0,OREO MILKSHAKE,715
Conut Jnah,Person_0196,ITEM,1.0,PISTACHIO TOPPING,0.00
Conut Jnah,Person_0196,ITEM,1.0,REGULAR,0.00
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0196,ITEM,1.0,TIRAMISU CHIMNEY,1
Conut Jnah,Person_0196,ITEM,1.0,TIRAMISU CHIMNEY,1
Conut Jnah,Person_0196,ITEM,1.0,WHIPPED CREAM...,0.00
Conut Jnah,Person_0196,TOTAL,42.0,,15
Conut Jnah,Person_0197,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0197,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0197,ITEM,1.0,MINI BERRY MIX,507
Conut Jnah,Person_0197,ITEM,1.0,MINI TRIPLE CHOCOLATE,536
Conut Jnah,Person_0197,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0197,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0197,ITEM,1.0,NUTELLA SPREAD MINI.,0.00
Conut Jnah,Person_0197,ITEM,1.0,WHIPPED CREAM  .,0.00
Conut Jnah,Person_0197,ITEM,1.0,WHITE CHOCOLATE SPREAD MINI.,0.00
Conut Jnah,Person_0197,TOTAL,9.0,,1
Conut Jnah,Person_0198,ITEM,1.0,[NO DRESSING],0.00
Conut Jnah,Person_0198,ITEM,1.0,CARAMEL FRAPPE,536
Conut Jnah,Person_0198,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0198,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0198,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0198,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0198,ITEM,1.0,NO WHIPPED CREAM,0.00
Conut Jnah,Person_0198,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0198,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0198,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0198,TOTAL,10.0,,2
Conut Jnah,Person_0199,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0199,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0199,ITEM,1.0,CHIMNEY BOSTON CHEESECAKE,1
Conut Jnah,Person_0199,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0199,ITEM,1.0,CRUSHED LOTUS .(R),0.00
Conut Jnah,Person_0199,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0199,ITEM,1.0,MINI TRIPLE CHOCOLATE,536
Conut Jnah,Person_0199,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0199,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0199,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0199,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0199,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0199,ITEM,1.0,WHITE CHOCOLATE SPREAD MINI.,0.00
Conut Jnah,Person_0199,TOTAL,13.0,,3
Conut Jnah,Person_0200,ITEM,1.0,[CARAMEL DRESSING],0.00
Conut Jnah,Person_0200,ITEM,1.0,[CARAMEL DRESSING],0.00
Conut Jnah,Person_0200,ITEM,1.0,CARAMEL FRAPPE,536
Conut Jnah,Person_0200,ITEM,1.0,CARAMEL FRAPPE,536
Conut Jnah,Person_0200,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0200,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0200,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0200,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0200,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0200,ITEM,1.0,FULL FAT MILK,0.00
Conut Jnah,Person_0200,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0200,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0200,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0200,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0200,ITEM,1.0,REGULAR.,0.00
Conut Jnah,Person_0200,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0200,ITEM,1.0,  WHIPPED CREAM,0.00
Conut Jnah,Person_0200,ITEM,1.0,WHIPPED CREAM...,0.00
Conut Jnah,Person_0200,ITEM,1.0,WHIPPED CREAM...,0.00
Conut Jnah,Person_0200,TOTAL,19.0,,3
Conut Jnah,Person_0201,ITEM,1.0,BOSTON CHEESECAKE CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,BOSTON CHEESECAKE CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,CONUT COMBO,2
Conut Jnah,Person_0201,ITEM,1.0,CONUT COMBO,2
Conut Jnah,Person_0201,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0201,ITEM,1.0,PISTACHIO CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,PISTACHIO CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,THE ONE CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,THE ONE CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,TRIPLE CHOCOLATE CONUT,0.00
Conut Jnah,Person_0201,ITEM,1.0,TRIPLE CHOCOLATE CONUT,0.00
Conut Jnah,Person_0201,TOTAL,11.0,,5
Conut Jnah,Person_0202,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0202,ITEM,-1.0,DELIVERY CHARGE,-238
Conut Jnah,Person_0202,ITEM,-1.0,SEND CUTLERY,0.00
Conut Jnah,Person_0202,ITEM,1.0,SEND CUTLERY,0.00
Conut Jnah,Person_0202,TOTAL,0.0,,0.00
Conut Jnah,Person_0203,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0203,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0203,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0203,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0203,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0203,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0203,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0203,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0203,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0203,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0203,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0203,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0203,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0203,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0203,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0203,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0203,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0203,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0203,TOTAL,18.0,,5
Conut Jnah,Person_0204,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0204,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0204,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0204,ITEM,1.0,LOTUS SPREAD CHIMNEY,178
Conut Jnah,Person_0204,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0204,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0204,TOTAL,6.0,,1
Conut Jnah,Person_0205,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0205,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0205,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0205,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0205,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0205,TOTAL,5.0,,1
Conut Jnah,Person_0206,ITEM,1.0,BOSTON CHEESECAKE MINI,0.00
Conut Jnah,Person_0206,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0206,ITEM,1.0,CHIMNEY PISTACHIO,1
Conut Jnah,Person_0206,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0206,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0206,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0206,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0206,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0206,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0206,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0206,ITEM,1.0,NO TOPPINGS,0.00
Conut Jnah,Person_0206,ITEM,1.0,NO TOPPINGS.,0.00
Conut Jnah,Person_0206,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0206,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0206,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0206,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0206,ITEM,1.0,PISTACHIO MINI,0.00
Conut Jnah,Person_0206,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0206,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0206,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0206,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0206,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0206,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0206,ITEM,1.0,THE ONE MINI,0.00
Conut Jnah,Person_0206,ITEM,1.0,THE SHARING BOX.,1
Conut Jnah,Person_0206,ITEM,1.0,TRIPLE CHOCOLATE MINI,0.00
Conut Jnah,Person_0206,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0206,TOTAL,27.0,,8
Conut Jnah,Person_0207,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0207,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0207,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0207,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0207,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0207,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0207,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0207,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0207,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0207,TOTAL,9.0,,2
Conut Jnah,Person_0208,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0208,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0208,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0208,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0208,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0208,TOTAL,5.0,,1
Conut Jnah,Person_0209,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0209,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0209,ITEM,1.0,CONUT BOSTON CHEESECAKE,924
Conut Jnah,Person_0209,ITEM,1.0,CONUT PISTACHIO,1
Conut Jnah,Person_0209,ITEM,1.0,  CRUSHED LOTUS,(R)
Conut Jnah,Person_0209,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0209,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0209,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0209,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0209,ITEM,1.0,PISTACHIO TOPPING,0.00
Conut Jnah,Person_0209,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0209,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0209,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0209,TOTAL,13.0,,3
Conut Jnah,Person_0210,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0210,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0210,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0210,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0210,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0210,TOTAL,5.0,,1
Conut Jnah,Person_0211,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0211,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0211,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0211,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0211,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0211,ITEM,1.0,REGULAR,0.00
Conut Jnah,Person_0211,ITEM,1.0,REGULAR,0.00
Conut Jnah,Person_0211,TOTAL,7.0,,1
Conut Jnah,Person_0212,ITEM,1.0,BOSTON CHEESECAKE MINI,0.00
Conut Jnah,Person_0212,ITEM,1.0,CONUT BITES,655
Conut Jnah,Person_0212,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0212,ITEM,1.0,PISTACHIO DIP.(P),119
Conut Jnah,Person_0212,ITEM,1.0,PISTACHIO MINI,0.00
Conut Jnah,Person_0212,ITEM,1.0,THE ONE MINI,0.00
Conut Jnah,Person_0212,ITEM,1.0,THE SHARING BOX.,1
Conut Jnah,Person_0212,ITEM,1.0,TRIPLE CHOCOLATE MINI,0.00
Conut Jnah,Person_0212,TOTAL,8.0,,2
Conut Jnah,Person_0213,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0213,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0213,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0213,ITEM,1.0,CHIMNEY THE ONE,1
