Branch,Division,Group,Description,Qty,Total_Amount
Conut Jnah,free dip,free dip,PISTACHIO DIP.(P),3.0,357
Conut Jnah,free dip,free dip,PASSION FRUITS DIP.(P),0.0,0.00
Conut Jnah,coffee type,coffee type,DECAF,34.0,0.00
Conut Jnah,coffee type,coffee type,REGULAR.,955.0,0.00
Conut Jnah,DRINK TYPE,DRINK TYPE,HOT,473.0,0.00
Conut Jnah,DRINK TYPE,DRINK TYPE,ICED,191.0,0.00
Conut Jnah,MILK OPTIONS,MILK OPTIONS,MILK OPTIONS,7.0,0.00
Conut Jnah,MILK OPTIONS,MILK OPTIONS,FULL FAT MILK,868.0,0.00
Conut Jnah,MILK OPTIONS,MILK OPTIONS,SKIMMED MILK.,34.0,0.00
Conut Jnah,MILK OPTIONS,MILK OPTIONS,LACTOSE FREE MILK.,23.0,0.00
Conut Jnah,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,TOASTED MARSHMALLOWS,15.0,1
Conut Jnah,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,NO MARSHMALLLOWS,24.0,0.00
Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,HOT CHOCOLATE,39.0,18
Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,ICED SHAKEN ESPRESSO,16.0,8
Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,MATCHA LATTE,8.0,4
Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,AFFOGATO,4.0,2
Conut Jnah,CONUT''S FAVORITE,CONUT''S FAVORITE,PISTACHIO LATTE,1.0,595
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,AMERICAN COFFEE,62.0,22
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAPPUCCINO,60.0,25
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAFFE LATTE,60.0,25
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAFE MOCHA,6.0,3
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CARAMEL MACHIATO,26.0,13
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,CAFFE AMERICANO,102.0,31
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,SINGLE ESPRESSO,214.0,51
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,DOUBLE ESPRESSO,72.0,23
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,ESPRESSO MACCHIATO,2.0,656
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,WHITE MOCHA,12.0,6
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,FLAT WHITE,12.0,4
Main Street Coffee,Hot-Coffee Based,Hot-Coffee Based,HOT CHOCOLATE COMBO,58.0,38
Main Street Coffee,Hot-Coffee Based,Free Dressing,[CARAMEL DRESSING],12.0,0.00
Main Street Coffee,Hot-Coffee Based,Free Dressing,[CHOCOLATE DRESSING],8.0,0.00
Main Street Coffee,Hot-Coffee Based,Free Dressing,[NO DRESSING],131.0,0.00
Main Street Coffee,Hot-Coffee Based,Free Dressing,[STRAWBERRY DRESSING],2.0,0.00
Main Street Coffee,Hot-Coffee Based,Free Dressing,[SALTED CARAMEL DRESSING],2.0,0.00
Main Street Coffee,Hot-Coffee Based,Free Whipped Cream,WHIPPED CREAM...,41.0,0.00
Main Street Coffee,Hot-Coffee Based,Free Whipped Cream,NO WHIPPED CREAM,123.0,0.00
Main Street Coffee,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,PRESSED,123.0,0.00
Main Street Coffee,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,REGULAR,39.0,0.00
Main Street Coffee,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON TOP,271.0,0.00
Main Street Coffee,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,114.0,0.00
Main Street Coffee,Bev Add-ons,Bev Add-ons,WHIPPED CREAM,10.0,1
Main Street Coffee,Bev Add-ons,Bev Add-ons,CARAMEL  SAUCE,6.0,540
Main Street Coffee,Bev Add-ons,Bev Add-ons,HAZELNUT SYRUP,9.0,810
Main Street Coffee,Bev Add-ons,Bev Add-ons,VANILLA SYRUP,3.0,270
Main Street Coffee,Bev Add-ons,Bev Add-ons,EXTRA ESPRESSO SHOT,20.0,1
Main Street Coffee,Bev Add-ons,Bev Add-ons,SWEETENED CREAM,26.0,2
Main Street Coffee,Bev Add-ons,Bev Add-ons,EXTRA DECAF ESPRESSO SHOT,1.0,90
Main Street Coffee,Bev Add-ons,Bev Add-ons,STRAWBERRY DRESSING,1.0,90
Main Street Coffee,Bev Add-ons,Bev Add-ons,SALTED CARAMEL SYRUP,1.0,90
Main Street Coffee,Frappes,Frappes,MOCHA FRAPPE,12.0,6
Main Street Coffee,Frappes,Frappes,CARAMEL MOCHA FRAPPE,10.0,5
Main Street Coffee,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,1.0,536
Main Street Coffee,Frappes,Frappes,CARAMEL FRAPPE,16.0,8
Main Street Coffee,Frappes,Frappes,WHITE MOCHA FRAPPE,8.0,4
Main Street Coffee,Frappes,Frappes,MATCHA FRAPPE,4.0,2
Main Street Coffee,Frappes,Frappes,SALTED CARAMEL FRAPPE,3.0,1
Main Street Coffee,Frappes,Frappes,ESPRESSO FRAPPE,4.0,1
Main Street Coffee,Frappes,Frappes,TOFFEE NUT FRAPPE,1.0,536
Main Street Coffee,Shakes,Shakes,VANILLA MILKSHAKE,32.0,17
Main Street Coffee,Shakes,Shakes,OREO MILKSHAKE,28.0,20
Main Street Coffee,Shakes,Shakes,PEANUT BUTTER MILKSHAKE,1.0,774
Main Street Coffee,Shakes,Shakes,STRAWBERRY MILKSHAKE,19.0,13
Main Street Coffee,Shakes,Shakes,MATCHA MILKSHAKE,1.0,893
Main Street Coffee,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,6.0,4
Main Street Coffee,Shakes,Shakes,PISTACHIO MILKSHAKE,3.0,2
Main Street Coffee,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,1.0,774
Main Street Coffee,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,11.0,8
Main Street Coffee,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,1.0,774
Main Street Coffee,Shakes,Shakes,TOFFEE NUT MILKSHAKE,2.0,1
Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,ICED CHOCOLATE,2.0,895
Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,WATER,1393.0,110
Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,HOT MILK,5.0,893
Main Street Coffee,Hot and Cold Drinks,Hot and Cold Drinks,VIA SPARKLING WATER,12.0,2
Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,EARL GREY,4.0,1
Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,ENGLISH BREAKFAST,4.0,1
Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,GREEN TEA,9.0,2
Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,PEPPERMINT TEA,9.0,2
Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,4.0,1
Main Street Coffee,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,3.0,1
Main Street Coffee,Conuts,Conuts,NO CINNAMON,22.0,0.00
Main Street Coffee,Extras and Sides,Extras and Sides,ADD ICE CREAM,169.0,80
Main Street Coffee,Delivery Service,Delivery,DELIVERY CHARGE,21.0,5
Main Street Coffee,Delivery Service,Delivery,SEND CUTLERY,2.0,0.00
Main Street Coffee,Delivery Service,Delivery,DONT SEND CUTLERY,1.0,0.00
Main Street Coffee,Delivery Service,Delivery,TAKE AWAY,80.0,0.00
Main Street Coffee,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,1129.0,0.00
Main Street Coffee,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,15.0,0.00
Main Street Coffee,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,264.0,0.00
Main Street Coffee,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,3.0,91
Main Street Coffee,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,23.0,0.00
Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,1250.0,0.00
Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,28.0,0.00
Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,156.0,0.00
Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,4.0,238
Main Street Coffee,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,29.0,0.00
Main Street Coffee,ITEMS,ITEMS,CLASSIC CHIMNEY,162.0,96
Main Street Coffee,ITEMS,ITEMS,MINI THE ONE,180.0,91
Main Street Coffee,ITEMS,ITEMS,MINI THE ORIGINAL,131.0,62
Main Street Coffee,ITEMS,ITEMS,CONUT THE ORIGINAL,364.0,314
Main Street Coffee,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,216.0,257
Main Street Coffee,ITEMS,ITEMS,CONUT THE ONE,641.0,573
Main Street Coffee,ITEMS,ITEMS,CHIMNEY THE ONE,835.0,1
Main Street Coffee,ITEMS,ITEMS,MINI PISTACHIO,61.0,38
Main Street Coffee,ITEMS,ITEMS,CONUT PISTACHIO,165.0,167
Main Street Coffee,ITEMS,ITEMS,CHIMNEY PISTACHIO,140.0,200
Main Street Coffee,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,45.0,24
Main Street Coffee,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,95.0,87
Main Street Coffee,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,76.0,99
Main Street Coffee,ITEMS,ITEMS,MINI BERRY MIX,60.0,30
Main Street Coffee,ITEMS,ITEMS,CONUT BERRY MIX,160.0,143
Main Street Coffee,ITEMS,ITEMS,CHIMNEY BERRY MIX,91.0,113
Main Street Coffee,ITEMS,ITEMS,ICE CREAM BOWL,225.0,134
Main Street Coffee,ITEMS,ITEMS,CONUT BITES,38.0,24
Main Street Coffee,ITEMS,ITEMS,CINNAMON SUGAR RINGS,14.0,5
Main Street Coffee,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,4.0,1
Main Street Coffee,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,271.0,250
Main Street Coffee,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,103.0,55
Main Street Coffee,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,167.0,218
Main Street Coffee,ITEMS,ITEMS,CHIMNEY COMBO.,14.0,55
Main Street Coffee,ITEMS,ITEMS,CONUT COMBO,19.0,52
Main Street Coffee,ITEMS,ITEMS,THE SHARING BOX.,39.0,65
Main Street Coffee,ITEMS,ITEMS,THE ONE CONUT,19.0,0.00
Main Street Coffee,ITEMS,ITEMS,THE ONE MINI,39.0,0.00
Main Street Coffee,ITEMS,ITEMS,THE ONE CHIMNEY,14.0,0.00
Main Street Coffee,ITEMS,ITEMS,PISTACHIO CONUT,19.0,0.00
Main Street Coffee,ITEMS,ITEMS,PISTACHIO MINI,39.0,0.00
Main Street Coffee,ITEMS,ITEMS,PISTACHIO CHIMNEY,14.0,0.00
Main Street Coffee,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,19.0,0.00
Main Street Coffee,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,39.0,0.00
Main Street Coffee,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,14.0,0.00
Main Street Coffee,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,19.0,0.00
Main Street Coffee,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,39.0,0.00
Main Street Coffee,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,14.0,0.00
Main Street Coffee,ITEMS,ITEMS,TIRAMISU MINI CONUT,67.0,39
Main Street Coffee,ITEMS,ITEMS,TIRAMISU CONUT,131.0,124
Main Street Coffee,ITEMS,ITEMS,TIRAMISU CHIMNEY,136.0,178
Main Street Coffee,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,1.0,59
Main Street Coffee,EXTRA MINI SPREAD,EXTRA MINI SPREAD,LOTUS SPREAD MINI,1.0,59
Main Street Coffee,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NO SPREAD,.,61.0
Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,15.0,1
Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,7.0,630
Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,1.0,90
Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,1.0,119
Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,238.0,0.00
Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,16.0,2
Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,5.0,893
Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,2.0,357
Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NO SPREAD,197.0,0.00
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),6.0,540
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED LOTUS (R),5.0,450
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),3.0,270
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PEANUT BUTTER CUPS (P),5.0,595
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),2.0,180
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),33.0,2
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),23.0,2
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),17.0,2
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),11.0,990
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE SAUCE (R),2.0,180
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,WHIPPED  CREAM (P),4.0,476
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),9.0,810
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),3.0,357
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,WHITE CHOCOLATE SAUCE,(R),11.0
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,LOTUS SAUCE (R),4.0,360
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE CHIPS (P),8.0,953
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,FRUIT LOOPS (R),3.0,270
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GRANOLA BERRIES (P),2.0,238
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRY JAM (P),1.0,119
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CHERRY JAM (P),2.0,238
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GUMMY BEARS (R),10.0,900
Main Street Coffee,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,MARSHMALLOWS (R),15.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED OREO.,10.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED LOTUS.,17.0,3
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRISPY CREPE.,1.0,178
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BROWNIES.,25.0,4
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,STRAWBERRY.,83.0,14
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,SPRINKLES.,6.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BLUEBERRIES.,36.0,8
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,RASPBERRIES.,31.0,7
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,PEANUT BUTTER CUPS.,3.0,715
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,DARK CHOCOLATE SAUCE.,8.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,NUTELLA SAUCE.,30.0,5
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,LOTUS SAUCE.,1.0,178
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,WHIPPED  CREAM.,5.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CARAMEL SAUCE.,3.0,536
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,PISTACHIO SAUCE.,5.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,DARK CHOCOLATE CHIPS.,9.0,2
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,FRUIT LOOPS.,1.0,178
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,GUMMY BEARS.,7.0,1
Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,MARSHMALLOWS.,9.0,1
Main Street Coffee,EXTRA DIP,EXTRA DIP,NUTELLA DIP (R),8.0,953
Main Street Coffee,EXTRA DIP,EXTRA DIP,LOTUS DIP (R),3.0,357
Main Street Coffee,EXTRA DIP,EXTRA DIP,WHITE CHOCOLATE DIP (R),4.0,476
Main Street Coffee,EXTRA DIP,EXTRA DIP,CARAMEL DIP (R),2.0,238
Main Street Coffee,EXTRA DIP,EXTRA DIP,SALTED CARAMEL DIP (R),1.0,119
Main Street Coffee,EXTRA DIP,EXTRA DIP,DARK CHOCOLATE DIP (R),2.0,238
Main Street Coffee,EXTRA DIP,EXTRA DIP,PASSION FRUIT DIP (P),2.0,476
Main Street Coffee,EXTRA DIP,EXTRA DIP,PISTACHIO DIP (P),2.0,476
Main Street Coffee,EXTRA DIP,EXTRA DIP,RASPBERRY JAM DIP (P),1.0,238
Main Street Coffee,EXTRA DIP,EXTRA DIP,CHERRY JAM DIP (P),1.0,238
Main Street Coffee,free mini spread,FREE MINI SPREAD,NUTELLA SPREAD MINI.,367.0,0.00
Main Street Coffee,free mini spread,FREE MINI SPREAD,LOTUS SPREAD MINI.,3.0,0.00
Main Street Coffee,free mini spread,FREE MINI SPREAD,WHITE CHOCOLATE SPREAD MINI.,96.0,0.00
Main Street Coffee,free mini spread,FREE MINI SPREAD,PISTACHIO SPREAD MINI.,2.0,60
Main Street Coffee,free mini spread,FREE MINI SPREAD,NO SPREAD .,51.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,STRAWBERRY,(R),1013.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,BLUEBERRIES,(P),52.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,CRUSHED OREO,(R),33.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,CRUSHED LOTUS,(R),116.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,SPRINKLES,(R),30.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,BROWNIES,(R),644.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,SALTED CARAMEL SAUCE . (R),4.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,WHIPPED CREAM . (P),2.0,60
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,LOTUS SAUCE,(R),17.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,WHITE CHOCOLATE SAUCE,(R),20.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,CARAMEL SAUCE,(R),485.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,NO TOPPINGS.,104.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,RASPBERRIES,(P),37.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,DARK CHOCOLATE CHIPS,(P),22.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,GRANOLA BERRIES,(P),16.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,PEANUT BUTTER CUP,(P),11.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO SAUCE . (P),60.0,1
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,PASSION FRUITS SAUCE,(P),2.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,RASPBERRY JAM,(P),2.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,CHERRY JAM,(P),2.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,GUMMY BEARS . (R),32.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,MARSHMALLOWS,(R),37.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,CRISPY CREPE . (R),20.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,SALTED PRETZELS,(R),3.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,NUTELLA SAUCE . (R),982.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,DARK CHOCOLATE SAUCE,(R),8.0
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,FRUIT LOOPS . (R),5.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,WHIPPED CREAM,65.0,0.00
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,SWITCH TO ICE CREAM,89.0,31
Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,PISTACHIO TOPPING,146.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,SALTED CARAMEL SAUCE,(R),2.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,STRAWBERRY,(R),1010.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,BROWNIES . (R),375.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED OREO .(R),7.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED LOTUS .(R),87.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,SPRINKLES .(R),1.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,NUTELLA SAUCE,(R),645.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,LOTUS SAUCE,(R),23.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,WHITE CHOCOLATE SAUCE .(R),26.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CARAMEL SAUCE,(R),568.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,NO TOPPINGS,32.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,BLUEBERRIES,(P),15.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,RASPBERRIES,(P),8.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,DARK CHOCOLATE CHIPS,(P),4.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,PEANUT BUTTER CUPS,(P),3.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,WHIPPED CREAM,4.0,238
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,PISTACHIO SAUCE,(P),29.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,RASPBERRY JAM,(P),2.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,GUMMY BEARS,(R),3.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,MARSHMALLOWS,(R),2.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,DARK CHOCOLATE SAUCE,(R),5.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,FRUIT LOOPS,(R),1.0
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,WHIPPED CREAM,19.0,0.00
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,SWITCH TO ICE CREAM,60.0,14
Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,PISTACHIO TOPPING,114.0,0.00
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,NUTELLA SAUCE,(R),321.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,BLUEBERRIES .(P),5.0,152
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,RASPBERRIES .(P),3.0,91
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,DARK CHOCOLATE CHIPS .(P),2.0,60
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,WHIPPED CREAM,(P),1.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,PISTACHIO SAUCE,(P),2.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,CHERRY JAM .(P),0.0,0.00
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,GUMMY BEARS,(R),3.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,MARSHMALLOWS .(R),3.0,0.00
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,CRISPY CREPE,(R),1.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,SALTED PRETZELS,(R),1.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,STRAWBERRY .(R),283.0,0.00
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,BROWNIES,(R),220.0
Main Street Coffee,FREE MINI TOP,FREE MINI TOP,CRUSHED OREO,(R),4.0
